ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
3029,0.0031142350000000004,1.0281396500495214e-06,0.008178412000000001,2.700036975899637e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/numpy/core/_dtype.py', 34, '__str__')"
3034,0.000648522,2.1375148319050758e-07,0.001415402,4.665135135135135e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/numpy/core/_dtype.py', 330, '_name_includes_bit_suffix')"
1,2.8740000000000004e-06,2.8740000000000004e-06,4.000000000000001e-06,4.000000000000001e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/numpy/core/shape_base.py', 81, 'atleast_2d')"
1,1.5834e-05,1.5834e-05,0.00023112500000000002,0.00023112500000000002,"('/Users/mfuller/git/github/focus_validator/focus_validator/data_loaders/data_loader.py', 14, '__init__')"
1,5.708e-06,5.708e-06,9.3041e-05,9.3041e-05,"('/Users/mfuller/git/github/focus_validator/focus_validator/data_loaders/data_loader.py', 31, 'find_data_loader')"
1,7.461e-06,7.461e-06,0.008278250000000001,0.008278250000000001,"('/Users/mfuller/git/github/focus_validator/focus_validator/data_loaders/data_loader.py', 48, 'load')"
3034,0.002711507,8.937069874752802e-07,0.004840209000000001,1.5953226763348716e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/numpy/core/_dtype.py', 346, '_name_get')"
156,0.00020489000000000003,1.313397435897436e-06,0.000333916,2.1404871794871797e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/numpy/core/_asarray.py', 27, 'require')"
2,1.958e-06,9.79e-07,2.3041000000000002e-05,1.1520500000000001e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/nanops.py', 482, 'nanany')"
6058,0.00533982,8.814493232089799e-07,0.011031961,1.8210566193463188e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/numpy_.py', 98, '__init__')"
1398,0.000731617,5.233311874105866e-07,0.030016645,2.1471133762517882e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/numpy_.py', 498, 'to_numpy')"
1,0.005003375,0.005003375,0.005003375,0.005003375,"('~', 0, '<built-in method duckdb.duckdb.connect>')"
77,0.00016350200000000002,2.1234025974025976e-06,0.005647921,7.334962337662338e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/internals/construction.py', 96, 'arrays_to_mgr')"
77,0.00023559700000000001,3.0597012987012988e-06,0.002425792,3.1503792207792205e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/internals/construction.py', 596, '_homogenize')"
1,1.0420000000000001e-06,1.0420000000000001e-06,5.042e-06,5.042e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/numpy/core/fromnumeric.py', 1025, 'argsort')"
75,7.466700000000001e-05,9.955600000000002e-07,7.466700000000001e-05,9.955600000000002e-07,"('~', 0, ""<method 'item' of 'numpy.generic' objects>"")"
2,1.875e-06,9.375e-07,2.1083e-05,1.05415e-05,"('~', 0, ""<method 'any' of 'numpy.ndarray' objects>"")"
1,2.0830000000000002e-06,2.0830000000000002e-06,2.0830000000000002e-06,2.0830000000000002e-06,"('~', 0, ""<method 'argsort' of 'numpy.ndarray' objects>"")"
234,6.275700000000001e-05,2.6819230769230774e-07,6.275700000000001e-05,2.6819230769230774e-07,"('~', 0, ""<method 'astype' of 'numpy.ndarray' objects>"")"
2,2.042e-06,1.021e-06,2.042e-06,1.021e-06,"('~', 0, ""<method 'copy' of 'numpy.ndarray' objects>"")"
234,0.00019058400000000002,8.144615384615385e-07,0.00019058400000000002,8.144615384615385e-07,"('~', 0, ""<method 'take' of 'numpy.ndarray' objects>"")"
390,0.001825028,4.679558974358975e-06,0.001825028,4.679558974358975e-06,"('~', 0, '<built-in method numpy.array>')"
7244,0.000858377,1.184948923246825e-07,0.000858377,1.184948923246825e-07,"('~', 0, '<built-in method numpy.asarray>')"
4,6.25e-07,1.5625e-07,6.25e-07,1.5625e-07,"('~', 0, '<built-in method numpy.asanyarray>')"
75,7.150300000000001e-05,9.533733333333335e-07,7.150300000000001e-05,9.533733333333335e-07,"('~', 0, '<built-in method numpy.arange>')"
509,0.000186546,3.664950884086444e-07,0.000186546,3.664950884086444e-07,"('~', 0, '<built-in method numpy.empty>')"
2,1.7333e-05,8.6665e-06,1.7333e-05,8.6665e-06,"('~', 0, ""<method 'reduce' of 'numpy.ufunc' objects>"")"
128,2.6205e-05,2.047265625e-07,2.6205e-05,2.047265625e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/__init__.py', 55, 'using_string_dtype')"
365,8.238100000000001e-05,2.2570136986301374e-07,8.238100000000001e-05,2.2570136986301374e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/config.py', 617, '_select_options')"
365,0.000323797,8.871150684931507e-07,0.00070662,1.9359452054794524e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/config.py', 127, '_get_single_key')"
365,0.00022144700000000002,6.067041095890411e-07,0.000310331,8.502219178082192e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/config.py', 635, '_get_root')"
12,3.789e-06,3.1575e-07,4.0832000000000005e-05,3.402666666666667e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/config.py', 273, '__call__')"
365,0.00016734,4.5846575342465753e-07,0.000232166,6.360712328767123e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/config.py', 676, '_translate_key')"
10685,0.00136004,1.2728497894244268e-07,0.00136004,1.2728497894244268e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/__init__.py', 34, 'using_copy_on_write')"
4735,0.000609239,1.2866715945089757e-07,0.000609239,1.2866715945089757e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/__init__.py', 42, 'warn_copy_on_write')"
365,0.00026942000000000003,7.3813698630137e-07,0.0012863710000000001,3.5243041095890414e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/config.py', 145, '_get_option')"
377,6.8199e-05,1.8089920424403184e-07,6.8199e-05,1.8089920424403184e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/config.py', 649, '_get_deprecated_option')"
12,8.624e-06,7.186666666666667e-07,1.2792e-05,1.066e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/dtypes.py', 1054, 'construct_from_string')"
12,3.5400000000000004e-06,2.9500000000000003e-07,6.9130000000000006e-06,5.760833333333334e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/_config/config.py', 688, '_warn_if_deprecated')"
12,7.793e-06,6.494166666666667e-07,1.1959e-05,9.965833333333334e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/dtypes.py', 831, 'construct_from_string')"
1400,0.024196313,1.7283080714285716e-05,0.024196313,1.7283080714285716e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/missing.py', 305, '_isna_string_dtype')"
12,6.249000000000001e-06,5.207500000000001e-07,8.292000000000001e-06,6.910000000000001e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/dtypes.py', 1835, 'construct_from_string')"
12,6.041e-06,5.034166666666667e-07,8.040000000000001e-06,6.7e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/dtypes.py', 2228, 'construct_from_string')"
2,1.0420000000000001e-06,5.210000000000001e-07,1.0420000000000001e-06,5.210000000000001e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 93, 'ensure_python_int')"
1400,0.0012168060000000002,8.69147142857143e-07,0.025806350000000002,1.8433107142857145e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/missing.py', 261, '_isna_array')"
80,3.7869e-05,4.733625e-07,7.0369e-05,8.796125e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 1444, '_is_dtype_type')"
168,0.0005409890000000001,3.2201726190476193e-06,0.0008530800000000001,5.077857142857143e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/cast.py', 1164, 'maybe_infer_to_datetimelike')"
587,0.000214309,3.6509199318569e-07,0.000251833,4.290170357751278e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/construction.py', 481, 'ensure_wrapped_if_datetimelike')"
508,0.000244685,4.816633858267717e-07,0.000538511,1.0600610236220472e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/construction.py', 693, '_sanitize_ndim')"
502,0.00014594600000000002,2.907290836653387e-07,0.00018792100000000002,3.7434462151394426e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/construction.py', 732, '_sanitize_str_dtypes')"
255,0.000211217,8.283019607843137e-07,0.00042546600000000005,1.668494117647059e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/construction.py', 766, '_try_cast')"
36,5.047e-06,1.4019444444444445e-07,7.5430000000000005e-06,2.095277777777778e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/base.py', 147, '<genexpr>')"
120,5.1798e-05,4.3165000000000003e-07,6.3588e-05,5.299e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/base.py', 238, 'construct_from_string')"
1400,0.00038402900000000003,2.743064285714286e-07,0.028745897000000003,2.0532783571428573e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/missing.py', 101, 'isna')"
151,0.000104338,6.909801324503312e-07,0.00013959,9.244370860927153e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 574, 'condition')"
12,1.2747e-05,1.06225e-06,2.029e-05,1.6908333333333334e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/base.py', 144, '__hash__')"
3616,0.0008308250000000001,2.2976355088495578e-07,0.0018627020000000002,5.151277654867258e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/generic.py', 42, '_instancecheck')"
4,1.6260000000000002e-06,4.0650000000000005e-07,2.667e-06,6.6675e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/inference.py', 105, 'is_file_like')"
3,2.376e-06,7.920000000000001e-07,4.751e-06,1.5836666666666666e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/inference.py', 273, 'is_dict_like')"
278,0.00014817900000000002,5.330179856115108e-07,0.00046837100000000003,1.6847877697841729e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 1581, 'validate_all_hashable')"
103,0.00010327800000000001,1.0026990291262138e-06,0.00017120200000000002,1.6621553398058255e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/cast.py', 1589, 'construct_1d_object_array_from_listlike')"
1398,0.000310293,2.219549356223176e-07,0.0005226040000000001,3.738226037195995e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/base.py', 461, '__str__')"
12,5.166e-06,4.305e-07,2.5456e-05,2.1213333333333333e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/base.py', 469, '__hash__')"
3616,0.0007279490000000001,2.0131332964601773e-07,0.0010215740000000001,2.825149336283186e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/generic.py', 37, '_check')"
80,1.6825000000000002e-05,2.1031250000000002e-07,2.3662e-05,2.9577500000000004e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 125, '<lambda>')"
12,4.957e-06,4.1308333333333336e-07,5.6660000000000005e-06,4.721666666666667e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/dtypes.py', 342, 'construct_from_string')"
6058,0.001716084,2.8327566853747114e-07,0.0021665440000000003,3.57633542423242e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/dtypes.py', 1454, '__init__')"
103,2.2876000000000003e-05,2.220970873786408e-07,3.3247e-05,3.2278640776699033e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/construction.py', 685, '_sanitize_non_ordered')"
508,0.000126649,2.4930905511811023e-07,0.00024738,4.869685039370079e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/construction.py', 755, '_maybe_repeat')"
488,6.922900000000001e-05,1.418627049180328e-07,6.922900000000001e-05,1.418627049180328e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/common.py', 152, 'cast_scalar_indexer')"
407,0.00011965100000000001,2.93982800982801e-07,0.000350341,8.607886977886977e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/common.py', 568, 'require_length_match')"
151,3.2917000000000003e-05,2.1799337748344374e-07,4.8599e-05,3.218476821192053e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 1409, '_get_dtype')"
508,0.00015217300000000002,2.9955314960629924e-07,0.00018899500000000002,3.7203740157480316e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/construction.py', 416, 'extract_array')"
151,8.3701e-05,5.543112582781457e-07,0.000379675,2.5144039735099337e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 538, 'is_string_dtype')"
151,4.621e-05,3.060264900662252e-07,6.7574e-05,4.4750993377483444e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 1042, 'needs_i8_conversion')"
12,9.999e-06,8.3325e-07,1.4126000000000002e-05,1.1771666666666667e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/dtypes.py', 1305, 'construct_from_string')"
82,0.000388387,4.736426829268293e-06,0.000770838,9.400463414634147e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/cast.py', 123, 'maybe_convert_platform')"
556,0.000106896,1.922589928057554e-07,0.00018477,3.323201438848921e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 1600, '<genexpr>')"
4660,0.000908955,1.9505472103004292e-07,0.001268575,2.722263948497854e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/common.py', 372, 'apply_if_callable')"
80,1.3287e-05,1.660875e-07,1.3287e-05,1.660875e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 123, 'classes')"
1,2.6666000000000002e-05,2.6666000000000002e-05,2.6666000000000002e-05,2.6666000000000002e-05,"('~', 0, ""<method 'disable' of '_lsprof.Profiler' objects>"")"
261,0.00020041900000000002,7.67888888888889e-07,0.00044820900000000003,1.7172758620689656e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/base.py', 549, 'find')"
164,6.0540000000000007e-05,3.691463414634147e-07,7.3037e-05,4.4534756097560973e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 1341, 'is_ea_or_datetimelike_dtype')"
151,9.0147e-05,5.970000000000001e-07,0.000278336,1.8432847682119207e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 1385, '_is_dtype')"
18,1.0840000000000001e-06,6.022222222222222e-08,1.0840000000000001e-06,6.022222222222222e-08,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/base.py', 421, '_supports_2d')"
232,4.4581000000000006e-05,1.921594827586207e-07,6.9879e-05,3.0120258620689657e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 1272, 'is_1d_only_ea_dtype')"
2,3.7600000000000003e-07,1.8800000000000002e-07,3.7600000000000003e-07,1.8800000000000002e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/util/_validators.py', 450, 'check_dtype_backend')"
3,7.08e-07,2.3600000000000002e-07,1.4170000000000002e-06,4.7233333333333337e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/inference.py', 300, '<genexpr>')"
5548,0.001003748,1.809206921413122e-07,0.001483691,2.6742808219178084e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/inference.py', 334, 'is_hashable')"
80,6.6594e-05,8.324250000000001e-07,0.00015025000000000002,1.8781250000000003e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 139, 'is_object_dtype')"
1551,0.00021599700000000003,1.3926305609284335e-07,0.00021599700000000003,1.3926305609284335e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/dtypes/common.py', 531, 'is_string_or_object_np_dtype')"
1,1.66e-07,1.66e-07,1.66e-07,1.66e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/common.py', 192, '<genexpr>')"
1,5.84e-07,5.84e-07,1.125e-06,1.125e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/common.py', 188, 'all_none')"
171,8.7303e-05,5.105438596491228e-07,0.000294207,1.7205087719298245e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/common.py', 301, 'maybe_iterable_to_list')"
27,2.291e-06,8.485185185185186e-08,2.291e-06,8.485185185185186e-08,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/missing.py', 1073, 'clean_reindex_fill_method')"
2,9.59e-07,4.795e-07,9.59e-07,4.795e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/util/_validators.py', 226, 'validate_bool_kwarg')"
6,4.624e-06,7.706666666666667e-07,4.624e-06,7.706666666666667e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/string_.py', 284, 'construct_array_type')"
706,0.000875785,1.240488668555241e-06,0.0014708260000000002,2.083322946175638e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/base.py', 840, '__iter__')"
2,2.91e-07,1.455e-07,2.91e-07,1.455e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/compat/numpy/function.py', 64, '__call__')"
18,5.500000000000001e-06,3.055555555555556e-07,8.084000000000001e-06,4.4911111111111117e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/string_.py', 202, '__eq__')"
12,6.955e-06,5.795833333333333e-07,6.3292e-05,5.274333333333334e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/string_.py', 235, 'construct_from_string')"
12,1.2339e-05,1.02825e-06,5.5711e-05,4.6425833333333335e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/string_.py', 142, '__init__')"
6,3.3003e-05,5.5005e-06,4.25e-05,7.083333333333334e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/string_.py', 696, '_from_sequence')"
1404,0.00021306300000000002,1.5175427350427353e-07,0.00021306300000000002,1.5175427350427353e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/string_.py', 127, 'name')"
6,5.41e-07,9.016666666666666e-08,5.41e-07,9.016666666666666e-08,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/string_.py', 136, 'na_value')"
12,5.169e-06,4.3075e-07,3.0625e-05,2.5520833333333334e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/string_.py', 224, '__hash__')"
6,3.4990000000000003e-06,5.831666666666667e-07,4.5999000000000005e-05,7.6665e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/string_.py', 733, '_from_sequence_of_strings')"
66,7.257e-06,1.0995454545454546e-07,7.257e-06,1.0995454545454546e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/numpy_.py', 146, 'dtype')"
1398,0.000491687,3.517074391988555e-07,0.029146625000000002,2.0848801859799715e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/numpy_.py', 229, 'isna')"
6,2.0417e-05,3.4028333333333337e-06,2.0875000000000003e-05,3.479166666666667e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/arrays/_mixins.py', 227, '_concat_same_type')"
483,0.000752686,1.5583561076604556e-06,0.00087458,1.8107246376811595e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 278, '__init__')"
238,0.00014489800000000002,6.088151260504203e-07,0.0022696720000000004,9.536436974789918e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 511, '_validate_dtype')"
179,2.5e-05,1.3966480446927375e-07,2.5e-05,1.3966480446927375e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 572, '_get_axis_number')"
483,0.00012189400000000001,2.5236853002070396e-07,0.00012189400000000001,2.5236853002070396e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/flags.py', 51, '__init__')"
27,2.6665000000000003e-05,9.875925925925926e-07,0.00011175100000000001,4.138925925925926e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/indexes/base.py', 5664, 'identical')"
1,1.3750000000000002e-06,1.3750000000000002e-06,4.458e-06,4.458e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/frame.py', 659, '_constructor_from_mgr')"
278,0.00020182700000000002,7.259964028776979e-07,0.00020182700000000002,7.259964028776979e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 6303, '__getattr__')"
75,0.00010212800000000001,1.3617066666666669e-06,0.003553413,4.7378840000000004e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/indexing.py', 2518, '__getitem__')"
130,1.2458e-05,9.583076923076923e-08,1.2458e-05,9.583076923076923e-08,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/flags.py', 55, 'allows_duplicate_labels')"
130,1.1634e-05,8.94923076923077e-08,1.1634e-05,8.94923076923077e-08,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 363, 'attrs')"
260,2.5336000000000003e-05,9.744615384615386e-08,2.5336000000000003e-05,9.744615384615386e-08,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 405, 'flags')"
34,3.8536000000000005e-05,1.1334117647058825e-06,0.000472416,1.389458823529412e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 6681, 'copy')"
128,7.492000000000001e-05,5.853125000000001e-07,0.000305669,2.3880390625e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 339, '_from_mgr')"
130,4.2380000000000004e-05,3.2600000000000003e-07,4.2380000000000004e-05,3.2600000000000003e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/flags.py', 87, 'allows_duplicate_labels')"
75,7.246100000000001e-05,9.661466666666668e-07,9.55e-05,1.2733333333333334e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/indexing.py', 2562, '_axes_are_unique')"
94,8.2748e-05,8.802978723404256e-07,0.00044983100000000004,4.785436170212767e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/frame.py', 678, '_constructor_sliced_from_mgr')"
94,0.00012769000000000002,1.3584042553191492e-06,0.000971671,1.0336925531914894e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/frame.py', 4613, '_box_col_values')"
234,0.00046054300000000005,1.9681324786324788e-06,0.014910957,6.372203846153846e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 6451, 'dtypes')"
3,1.5410000000000002e-06,5.136666666666668e-07,3.333e-06,1.111e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/frame.py', 1648, '__len__')"
2,1.751e-06,8.755e-07,2.25e-06,1.125e-06,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/frame.py', 4628, '_clear_item_cache')"
467,0.00010392100000000001,2.2252890792291222e-07,0.000174761,3.7422055674518203e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 667, '_info_axis')"
75,1.1625000000000001e-05,1.5500000000000002e-07,1.1625000000000001e-05,1.5500000000000002e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 696, 'ndim')"
2,2.166e-06,1.083e-06,9.958300000000001e-05,4.9791500000000006e-05,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 8712, 'isna')"
161,6.8217e-05,4.237080745341615e-07,0.00011518,7.154037267080746e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/internals/blocks.py', 221, '_can_consolidate')"
233,9.5098e-05,4.0814592274678113e-07,0.000180217,7.734635193133048e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/generic.py', 2035, 'keys')"
75,4.3541e-05,5.805466666666667e-07,4.3541e-05,5.805466666666667e-07,"('/Users/mfuller/git/github/focus_validator/.venv/lib/python3.13/site-packages/pandas/core/indexing.py', 611, 'at')"
